game,0
wing,0
thick,0
beat,0
qui,1
machine,0
dress,0
carry,0
exercice,1
mois,1
suggerer,1
west,0
mer,1
repetition,1
guider,1
flower,0
least,0
homme,1
voir,1
fille,1
signifier,1
apporter,1
imagine,0
poste,1
current,0
etape,1
œuf,1
question,0
suivant,1
peur,1
etaient,1
design,0
object,0
rope,0
should,0
usual,0
meant,0
poussin,1
took,0
acte,1
papa,1
rock,1
said,0
puis,1
develop,0
sauter,1
pauvres,1
serve,0
east,0
choisir,1
mouth,0
poser,1
still,0
bien,1
cover,0
domaine,1
an,0
midi,1
which,0
populate,0
you,0
neige,1
brown,0
huge,0
sol,1
terre,1
assez,1
death,0
meme,1
felt,0
liquide,1
peupler,1
unit,0
liquid,0
inch,0
good,0
assez,1
dollar,0
surface,0
young,0
tuer,1
solve,0
natural,0
maison,1
nous,1
matter,0
image,1
afraid,0
loin,1
the,0
rule,0
semaine,1
camp,1
est venu,1
atom,0
burn,0
follow,0
thousand,0
place,1
personne,1
route,1
oil,0
chart,0
apporte,1
safe,0
protect,0
molecule,1
oreille,1
they,0
ma,1
anneau,1
send,0
plain,0
rapide,1
slow,0
put,0
stead,0
very,0
shall,0
teach,0
caractere,1
farm,0
dream,0
trouver,1
bad,0
oh,1
vallee,1
heureux,1
winter,0
play,0
even,0
rien,1
oui,1
dry,0
especially,0
chiffre,1
more,0
odeur,1
root,0
aimant,1
opposite,0
shore,0
ciel,1
planete,1
temps,1
at,0
ecrit,1
sommeil,1
describe,0
anger,0
de,1
cut,0
lourd,1
colline,1
tard,1
haut,1
hat,0
pour,1
coffre-fort,1
night,0
change,0
pistolet,1
jaune,1
point,0
depuis,1
entendu,1
word,0
propre,1
trip,0
paragraphe,1
chaud,1
dents,1
chauve-souris,1
relier,1
act,0
egal,1
stand,0
boy,0
faire,1
energy,0
print,0
shop,0
chaque,1
enfants,1
save,0
nouveau,1
effet,1
month,0
wish,0
decide,0
la,1
start,0
many,0
consider,0
score,0
term,0
include,0
joy,0
ground,0
corn,0
cercle,1
rich,0
pres de,1
revendication,1
recevoir,1
lit,1
catch,0
mesurer,1
gun,0
hit,0
moderne,1
six,1
thin,0
bear,0
camion,1
glad,0
il ya,1
ne sera pas,1
vers le bas,1
rock,0
discuss,0
prepare,0
mourir,1
in,0
break,0
solution,0
ou,1
meme,1
if,0
mountain,0
petit,1
que,1
rue,1
cold,0
jour,1
riviere,1
parler,1
pick,0
go,0
country,0
ready,0
sucre,1
aucun,1
kept,0
ouvert,1
bird,0
tomber,1
sand,0
coton,1
syllabe,1
top,0
carte,1
slave,0
material,0
speed,0
father,0
jeu,1
chose,1
own,0
station,0
fruit,0
besoin,1
fact,0
soudain,1
garden,0
glissement,1
lady,0
spell,0
bien que,1
steam,0
observer,1
distant,0
told,0
beaucoup,1
ouest,1
riche,1
pris,1
out,0
monde,1
cook,0
comment,1
state,0
to,0
condition,0
acier,1
energie,1
wear,0
speech,0
behind,0
amusement,1
regarder,1
doigt,1
pratique,1
basic,0
equate,0
small,0
thought,0
femme,1
store,0
lie,0
siege,1
modern,0
paper,0
keep,0
twenty,0
vrai,1
example,0
agree,0
sing,0
voler,1
travail,1
esprit,1
feuille,1
note,0
echelle,1
ago,0
walk,0
order,0
rangee,1
objet,1
traverser,1
unique,1
habituel,1
cote,1
beaute,1
indicate,0
base,1
simple,0
substance,1
branche,1
on,0
syllable,0
ami,1
etrange,1
etudiant,1
answer,0
mal,1
probable,1
est,1
division,0
dictionnaire,1
gagner,1
corner,0
boite,1
dance,0
repondre,1
niveau,1
jump,0
laisser,1
autre,1
propre,1
study,0
cœur,1
les,1
noir,1
chanson,1
fraction,0
iron,0
that,0
lost,0
grandiose,1
difficile,1
tire,0
quiet,0
clear,0
divide,0
draw,0
string,0
laugh,0
short,0
sang,1
etage,1
passer,1
poisson,1
wash,0
need,0
eye,0
produit,1
open,0
live,0
saison,1
conduire,1
forme,1
chasse,1
entrainement,1
measure,0
mile,1
chaque,1
canard,1
sujet,1
tour,1
white,0
party,0
fer,1
minute,1
peur,1
bras,1
boite,1
represent,0
main,0
continuer,1
corde,1
supporter,1
capital,1
eau,1
mass,0
ici,1
feet,0
fenetre,1
terme,1
montagne,1
animal,0
planet,0
tiny,0
espace,1
plus,1
have,0
continent,1
comparer,1
electrique,1
method,0
dead,0
eclat,1
eat,0
roll,0
strong,0
peut,1
minute,0
comme,1
during,0
processus,1
resoudre,1
lent,1
symbol,0
frais,1
path,0
mere,1
call,0
merci,1
ensemble,1
brun,1
conserve,1
comme,1
mere,1
carte,1
block,0
chaise,1
deviner,1
tenir,1
real,0
pieds,1
trois,1
clair,1
peau,1
yet,0
inventer,1
poem,0
loud,0
supply,0
how,0
cool,0
black,0
haut,1
sister,0
repeat,0
new,0
garcon,1
printemps,1
always,0
ville,1
resultat,1
can,0
compare,0
type,1
sit,0
direct,1
recherche,1
un,1
tous,1
entre,1
arriere,1
cent,1
compter,1
gratuit,1
sombre,1
famous,0
silent,0
tirer,1
occur,0
fish,0
name,0
majeur,1
count,0
molecule,0
electric,0
check,0
circle,0
product,0
women,0
process,0
plural,0
mine,1
when,0
dictionary,0
courant,1
pair,0
page,0
carre,1
road,0
value,0
left,0
gouverner,1
pied,1
ceux,1
either,0
search,0
govern,0
problem,0
methode,1
office,0
second,0
question,1
trouble,0
melanger,1
ensemble,1
city,0
cross,0
for,0
nor,0
vache,1
type,0
while,0
edge,0
inclure,1
moins,1
rencontre,1
position,0
aller,1
metal,0
mother,0
chapeau,1
dark,0
tandis que,1
pay,0
fat,0
siecle,1
deuxieme,1
thank,0
cloche,1
encore,1
corde,1
control,0
field,0
pneu,1
marque,1
force,1
table,0
os,1
un,1
shoe,0
though,0
bas,1
baby,0
enregistrer,1
cry,0
a,1
evening,0
si,1
mieux,1
street,0
sec,1
huit,1
chemin,1
gamme,1
dependre,1
six,0
plat,1
fight,0
plan,0
who,0
moment,0
dire,1
particulierement,1
sound,0
come,0
vue,1
team,0
yard,0
quotient,1
am,0
kind,0
leur,1
steel,0
trouve,1
general,0
and,0
tomber,1
plane,0
idea,0
five,0
outil,1
step,0
fine,0
permettre,1
build,0
presse,1
medecin,1
teeth,0
dix,1
able,0
red,0
roue,1
chien,1
led,0
sentir,1
melody,0
similaire,1
differ,0
joie,1
sur,1
materiel,1
tube,1
deal,0
year,0
enorme,1
ran,0
feu,1
alimentation,1
choose,0
cat,0
ne,1
wind,0
smell,0
lire,1
shell,0
elle,1
maintenant,1
construire,1
toward,0
difficulte,1
region,0
I,0
chaud,1
a,1
subject,0
mile,0
s’asseoir,1
donne,1
livre,1
so,0
rouleau,1
partie,1
coup,1
cow,0
avant,1
earth,0
cher,1
equipe,1
might,0
force,0
faire,1
arrange,0
puissance,1
heure,1
colonne,1
four,0
are,0
blood,0
wire,0
poor,0
signe,1
il,1
derriere,1
dans,1
face,1
sugar,0
vapeur,1
argent,1
cause,0
music,0
science,0
care,0
blue,0
sharp,0
major,0
