space,0
level,0
salt,0
nom,1
partie,1
women,0
find,0
frère,1
let,0
instant,1
burn,0
list,0
division,0
acheter,1
fils,1
collect,0
class,0
magnet,0
and,0
doctor,0
parler,1
étudiant,1
subject,0
valley,0
pose,0
top,0
perhaps,0
rester,1
which,0
passé,1
un,1
raise,0
cas,1
terme,1
égal,1
shoulder,0
idea,0
enseigner,1
grew,0
industrie,1
matin,1
payer,1
all,0
suffix,0
sentir,1
turn,0
moment,1
success,0
age,0
human,0
fine,0
seed,0
se produire,1
plein,1
provide,0
résoudre,1
parent,0
depend,0
die,0
entrer,1
copie,1
pouce,1
result,0
mur,1
from,0
operate,0
correct,0
wide,0
école,1
pauvres,1
city,0
balle,1
cold,0
fig,0
carré,1
exiger,1
ferme,1
connect,0
above,0
pierre,1
appear,0
différer,1
coton,1
neighbor,0
feu,1
idée,1
grandiose,1
bring,0
duck,0
développer,1
quiet,0
ami,1
fonctionner,1
compare,0
tout à fait,1
frapper,1
sit,0
exact,0
deuxième,1
période,1
common,0
bébé,1
row,0
acheté,1
jusqu’à ce que,1
desert,0
travel,0
paragraph,0
bouche,1
argent,1
office,0
finition,1
gaz,1
banque,1
train,1
robe,1
electric,0
how,0
search,0
conception,1
choisir,1
like,0
voyelle,1
present,0
section,0
un,1
si,1
know,0
comparer,1
nous,1
neige,1
iron,0
numeral,0
lettre,1
product,0
swim,0
village,1
esprit,1
camp,0
had,0
joie,1
montée,1
tone,0
pretty,0
print,0
pourquoi,1
jardin,1
wood,0
brother,0
complète,1
chaud,1
effect,0
right,0
check,0
soirée,1
could,0
picture,0
similar,0
occur,0
dream,0
servir,1
sharp,0
main,1
est,1
solve,0
pose,1
plan,0
Arrêtez,1
crowd,0
ask,0
chef,1
fil,1
prouver,1
manière,1
country,0
consonne,1
clothe,0
animal,1
continue,0
lointain,1
locate,0
histoire,1
free,0
mais,1
marché,1
utiliser,1
then,0
consider,0
jusqu’à,1
rapide,1
fabriqué,1
mass,0
noise,0
interroger,1
tirer,1
atteindre,1
favoriser,1
stretch,0
break,0
man,0
blue,0
bottom,0
joindre,1
jamais,1
simple,1
propagation,1
riche,1
autre,1
branche,1
essayer,1
fait,1
nation,0
cotton,0
expérience,1
with,0
bien que,1
repeat,0
possible,0
proche,1
test,0
even,0
two,0
silent,0
speed,0
stay,0
sur,1
séparé,1
lutte,1
si,1
toucher,1
cassé,1
give,0
rise,0
dog,0
femme,1
encore,1
intérêt,1
farm,0
déménagement,1
hundred,0
il ya,1
side,0
comme,1
poème,1
son,1
nord,1
mother,0
wire,0
believe,0
mount,0
or,0
colline,1
are,0
gray,0
liste,1
peindre,1
port,1
boîte,1
job,0
sur,1
indiquer,1
calme,1
call,0
âge,1
continent,1
puis,1
ran,0
feet,0
conservé,1
occupé,1
seem,0
garçon,1
indicate,0
went,0
tous,1
vert,1
element,0
pousser,1
dictionary,0
body,0
bird,0
keep,0
animal,0
sense,0
record,1
what,0
ago,0
said,0
insect,0
capture,1
sugar,0
flat,0
nothing,0
avant,1
effet,1
just,0
end,0
préparer,1
land,0
entre,1
organiser,1
syllable,0
énorme,1
difficile,1
lune,1
sont,1
minuscule,1
choose,0
bread,0
pick,0
opposé,1
division,1
any,0
à partir de,1
watch,0
fleur,1
equal,0
doit,1
chick,0
mère,1
gauche,1
porter,1
range,0
coupe,1
sœur,1
build,0
tel,1
fact,0
save,0
même,1
commerce,1
famous,0
book,0
plusieurs,1
humain,1
chance,1
block,0
saison,1
trip,0
habituel,1
off,0
boutique,1
string,0
a,0
ils,1
busy,0
une fois,1
child,0
deux,1
son,1
contenir,1
conduire,1
quatre,1
will,0
necessary,0
genre,1
pattern,0
carte,1
shine,0
family,0
nature,1
étaient,1
tree,0
cou,1
gas,0
first,0
might,0
sat,0
enough,0
hole,0
crease,0
both,0
expédié,1
cri,1
que,1
gouverner,1
suggérer,1
exercise,0
group,0
act,0
expect,0
except,0
more,0
troisième,1
school,0
step,0
poussin,1
sail,0
power,0
gratuit,1
stood,0
dur,1
mouth,0
monde,1
frais,1
ouest,1
mix,0
femmes,1
siège,1
grand,1
chapeau,1
very,0
contain,0
been,0
sudden,0
black,0
instrument,0
oil,0
over,0
un,1
clock,0
lent,1
insecte,1
cool,0
strong,0
seulement,1
cloche,1
through,0
costume,1
sat,1
étude,1
entendre,1
distant,0
unique,1
si,1
radio,1
noon,0
plain,0
get,0
trouver,1
produire,1
inch,0
needs a context,1
carry,0
bright,0
deviner,1
prepare,0
use,0
merci,1
lac,1
new,0
enter,0
character,0
require,0
copy,0
came,0
woman,0
deal,0
colère,1
supply,0
marque,1
care,0
young,0
shore,0
world,0
coffre-fort,1
clair,1
invent,0
quick,0
unit,0
begin,0
subtract,0
plan,1
caught,0
wheel,0
symbole,1
again,0
triangle,1
front,0
bit,0
answer,0
town,0
loud,0
capital,0
my,0
up,0
opposite,0
skin,0
happen,0
score,1
back,0
map,0
dame,1
région,1
midi,1
market,0
obtenir,1
develop,0
anneau,1
vivre,1
slip,0
syllabe,1
fair,0
course,1
piece,0
nez,1
scale,0
substance,1
vue,1
short,0
degré,1
racine,1
west,0
température,1
stream,0
pourrait,1
gold,0
elle,1
leur,1
lead,0
never,0
dead,0
nouveau,1
milieu,1
arrive,0
rail,1
foule,1
game,0
circle,0
aussi,1
wave,0
couvercle,1
cost,0
difficult,0
their,0
répondre,1
men,0
exciter,1
temps,1
colonne,1
côte,1
cœur,1
groupe,1
étoile,1
knew,0
bought,0
cloud,0
peut,1
meilleur,1
spring,0
hurry,0
paper,0
rule,0
assimiler,1
a pris,1
meat,0
remplir,1
center,0
usine,1
fall,0
sheet,0
dollar,0
bat,0
plat,1
sang,1
feed,0
relier,1
enfant,1
né,1
feel,0
tenir,1
augmenter,1
drive,0
tuer,1
roue,1
corde,1
pris,1
pomme,1
fort,1
savait,1
correct,1
does,0
sombre,1
gather,0
red,0
décimal,1
question,0
cri,1
ceux,1
graphique,1
science,1
enemy,0
little,0
pause,1
weight,0
were,0
too,0
life,0
oh,0
so,0
fun,0
dear,0
vers,1
teach,0
de,1
board,0
number,0
read,0
enregistrer,1
même,1
naturel,1
année,1
corn,0
peur,1
special,0
trouble,0
carte,1
pass,0
courant,1
dents,1
chart,0
arriver,1
melody,0
name,0
manquer,1
note,0
sea,0
yard,0
dit,1
moi,1
time,0
join,0
là,1
raison,1
paint,0
leg,0
forme,1
caractère,1
few,0
heart,0
cent,0
laugh,0
sentence,0
compter,1
clear,0
tube,0
sens,1
past,0
doux,1
rock,0
six,1
there,0
mélanger,1
don’t,0
inclure,1
catch,0
change,0
govern,0
want,0
planet,0
yes,0
musique,1
equate,0
cross,0
chambre,1
climb,0
temperature,0
field,0
poser,1
que,1
écrit,1
accord,1
fear,0
litre,1
help,0
est allé,1
répétition,1
par,1
show,0
chief,0
vieux,1
segment,1
feutre,1
period,0
several,0
bloc,1
score,0
still,0
buy,0
post,0
fille,1
separate,0
least,0
place,1
leave,0
jeter,1
wrote,0
hope,0
produit,1
lui,1
emploi,1
no,0
chaleur,1
moon,0
arriver,1
pluriel,1
moderne,1
study,0
room,0
ton,1
tie,0
clé,1
vache,1
oxygen,0
décider,1
boat,0
livre,1
dollar,1
faible,1
cry,0
before,0
écouter,1
manger,1
nécessaire,1
entraînement,1
peur,1
tire,0
lay,0
thank,0
people,0
tool,0
water,0
in,0
steam,0
bell,0
est venu,1
star,0
rayon,1
propre,1
doux,1
oxygène,1
ma,1
donné,1
rose,0
station,1
certain,1
rencontre,1
paraître,1
dix,1
bâton,1
add,0
tour,1
sure,0
rich,0
mesurer,1
jaune,1
sable,1
poem,0
corde,1
beauty,0
million,0
voler,1
vingt,1
support,0
be,0
été,1
bientôt,1
machine,1
cheval,1
est,1
quotient,0
ou,1
vrai,1
facilité,1
heat,0
recueillir,1
alimentation,1
together,0
camp,1
paire,1
represent,0
can,0
voir,1
certain,0
mile,1
résultat,1
felt,0
lieu,1
slave,0
found,0
figue,1
lire,1
gentle,0
mieux,1
take,0
unité,1
point,0
bank,0
ville,1
wait,0
tour,1
sucre,1
song,0
look,0
regarder,1
wind,0
peut-être,1
history,0
experiment,0
eau,1
tail,0
nom,1
region,0
voile,1
night,0
second,0
pensée,1
aller,1
table,1
card,0
baignade,1
three,0
lait,1
tour,1
cent,1
entreprise,1
brought,0
méthode,1
form,0
match,0
blow,0
real,0
ne,1
atom,0
large,1
donner,1
cause,0
de,1
a augmenté,1
word,0
chaud,1
who,0
marcher,1
lit,1
work,0
skill,0
spread,0
half,0
monture,1
énergie,1
beaucoup,1
mort,1
poids,1
weather,0
scie,1
best,0
pluie,1
rapide,1
own,0
way,0
ne sera pas,1
neck,0
either,0
art,1
son,0
straight,0
chasse,1
walk,0
laisser,1
thousand,0
chien,1
arbre,1
mal,1
voiture,1
hit,0
niveau,1
thing,0
fort,1
mine,1
high,0
nation,1
jeu,1
death,0
soon,0
milk,0
divide,0
inventer,1
decimal,0
fell,0
metal,0
ainsi,1
savoir,1
blood,0
person,0
cell,0
éclat,1
autre,1
rather,0
rangée,1
since,0
tous les deux,1
s’asseoir,1
band,0
matter,0
mark,0
on,0
morning,0
window,0
soustraire,1
smell,0
after,0
probable,1
would,0
saw,0
yellow,0
cat,0
certains,1
road,0
hot,0
esclave,1
object,0
go,0
he,0
sky,0
capable,1
pay,0
early,0
femme,1
four,0
sleep,0
toward,0
pair,0
roll,0
anger,0
symbol,0
créer,1
tôt,1
vous,1
pli,1
haut,1
ensemble,1
instant,0
village,0
money,0
north,0
présent,1
personne,1
sing,0
language,0
under,0
born,0
trouvé,1
learn,0
shop,0
car,0
triangle,0
him,0
wonder,0
began,0
line,0
organe,1
it,0
double,1
stone,0
wife,0
solution,0
ten,0
boy,0
grand,1
danger,0
camion,1
dance,0
children,0
million,1
coût,1
chemin,1
LED,1
travail,1
près de,1
spécial,1
votre,1
pas,1
rock,1
team,0
chauve-souris,1
tous,1
besoin,1
last,0
remember,0
suivant,1
sent,0
listen,0
section,1
masse,1
good,0
sauter,1
broad,0
pays,1
interest,0
île,1
peu,1
ride,0
describe,0
egg,0
jump,0
length,0
ensemble,1
appel,1
double,0
sûr,1
navire,1
rub,0
track,0
soldat,1
plan,1
low,0
deep,0
tiny,0
matériel,1
mile,0
mère,1
moins,1
cinq,1
tomber,1
taille,1
regarder,1
règle,1
round,0
pound,0
lumière,1
flower,0
surface,1
zone,1
ship,0
well,0
avant,1
à,1
shell,0
every,0
voix,1
kept,0
jambe,1
particular,0
station,0
bed,0
air,1
natural,0
down,0
continent,0
single,0
sur,1
début,1
valeur,1
sud,1
chance,0
such,0
proper,0
vary,0
père,1
party,0
rouleau,1
foot,0
shape,0
danger,1
sign,0
commun,1
noun,0
piste,1
control,0
eye,0
voice,0
box,0
odeur,1
boisson,1
haut,1
figure,1
bien,1
canard,1
forme,1
recevoir,1
suivre,1
protect,0
déterminer,1
reach,0
hommes,1
rail,0
chair,0
vendre,1
motion,0
suggest,0
is,0
at,0
while,0
type,1
sujet,1
slow,0
blé,1
fenêtre,1
produce,0
première,1
bureau,1
push,0
against,0
kill,0
face,0
surprise,0
pitch,0
problème,1
self,0
il,1
an,0
représenter,1
épaule,1
reply,0
by,0
difficulté,1
support,1
often,0
house,0
assez,1
eu,1
résisté,1
week,0
route,1
signe,1
seven,0
coat,0
afraid,0
throw,0
silencieux,1
out,0
spell,0
held,0
heureux,1
de base,1
tell,0
of,0
coin,1
sélectionner,1
also,0
enfants,1
principal,1
teeth,0
élément,1
should,0
commencer,1
système,1
course,0
clean,0
vitesse,1
floor,0
entre,1
large,1
médecin,1
settle,0
fruit,0
ran,1
rue,1
apporté,1
avant,1
brûler,1
coast,0
say,0
behind,0
small,0
fait,1
expérience,1
radio,0
brun,1
sound,0
chanson,1
mind,0
moitié,1
love,0
chat,1
sel,1
se rencontrent,1
rêver,1
cook,0
broke,0
need,0
presse,1
part,1
moment,0
sous,1
toujours,1
fast,0
lot,0
finger,0
moteur,1
soleil,1
garden,0
machine,0
histoire,1
terre,1
east,0
cuisinier,1
atome,1
se mettre d’accord,1
porte,1
written,0
permettre,1
os,1
se dépêcher,1
grand,1
happy,0
régler,1
property,0
courant,1
than,0
sec,1
papier,1
log,0
allow,0
green,0
design,0
encore,1
espace,1
sauf,1
s’il vous plaît,1
gamme,1
serve,0
dans,1
garder,1
far,0
sauvage,1
avoir,1
capital,1
il faut,1
argent,1
populate,0
bois,1
organ,0
area,0
chaîne,1
beat,0
kind,0
son,1
suffixe,1
please,0
particulièrement,1
désert,1
oh,1
sun,0
middle,0
you,0
whole,0
arrange,0
voyage,1
case,0
huit,1
we,0
épais,1
complete,0
pistolet,1
lie,0
se demander,1
hand,0
mot,1
size,0
surprise,1
silver,0
only,0
imaginer,1
position,0
where,0
planète,1
final,0
took,0
quite,0
tout,1
century,0
cercle,1
share,0
viande,1
mourir,1
cour,1
lot,1
peau,1
lady,0
tandis que,1
tard,1
notre,1
rire,1
dictionnaire,1
acte,1
wild,0
to,0
maison,1
s’adapter,1
charger,1
quand,1
derrière,1
dépendre,1
tomber,1
year,0
if,0
clair,1
trou,1
live,0
surface,0
peu,1
yet,0
ensemble,1
où,1
lost,0
each,0
homme,1
blanc,1
personnes,1
day,0
réponse,1
ajouter,1
done,0
voudrais,1
steel,0
seul,1
edge,0
our,0
near,0
bar,0
heure,1
move,0
dit,1
question,1
vowel,0
offer,0
contrôle,1
has,0
place,0
face,1
won’t,0
